nom site,indicator,Organisme,code zas,Zas,code site,type d'implantation,Polluant,type d'influence,Réglementaire,type d'évaluation,type de valeur,valeur,valeur brute,unité de mesure,taux de saisie,couverture temporelle,couverture de données,code qualité,validité,Latitude,Longitude
AIX PLATANES,0.3506849315068493,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03048,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.9,68.925,µg-m3,100.0,100,100.0,R,1,43.555777,5.461232
AIX ROY RENE,0.0301369863013698,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03021,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,21.0,20.8666666667,µg-m3,100.0,100,100.0,A,1,43.524075,5.448164
ANTIBES JEAN MOULIN,0.4568245125348189,ATMO SUD,FR93ZAG02,ZAG NICE,FR24007,Périurbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,48.8,48.775,µg-m3,100.0,100,100.0,R,1,43.598803,7.093153
APT,0.292817679558011,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR03086,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.5,64.45,µg-m3,100.0,100,100.0,R,1,43.88012,5.362038
AUBAGNE LES PASSONS,0.412087912087912,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03032,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.2,72.175,µg-m3,100.0,100,100.0,R,1,43.293138,5.574184
AVIGNON   MAIRIE,0.4301369863013699,ATMO SUD,FR93ZAG04,ZAG AVIGNON,FR03080,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,26.0,26.1625,µg-m3,100.0,100,100.0,A,1,43.949673,4.804341
Arles,0.3480662983425414,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR02022,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,22.0,22.1875,µg-m3,100.0,100,100.0,A,1,43.675114,4.62921
Avignon Rocade De Gaulle,0.228021978021978,ATMO SUD,FR93ZAG04,ZAG AVIGNON,FR03091,Urbaine,PM2.5,Trafic,Oui,mesures fixes,Moy. journalière,30.0,30.3958333333,µg-m3,100.0,100,100.0,A,1,43.9314,4.826875
Avignon Semard,0.1081081081081081,ATMO SUD,FR93ZAG04,ZAG AVIGNON,FR03087,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,41.0,40.8958333333,µg-m3,100.0,100,100.0,A,1,43.93706,4.824909
BRIGNOLES,0.4301369863013699,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR03067,Périurbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,26.0,26.2291666667,µg-m3,100.0,100,100.0,A,1,43.398731,6.075611
Berre l'Etang,0.3808219178082191,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02001,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,70.7,70.7,µg-m3,100.0,100,100.0,R,1,43.486234,5.171939
CANNES BROUSSAILLES,0.4297752808988764,ATMO SUD,FR93ZAG02,ZAG NICE,FR24009,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,24.0,24.3875,µg-m3,100.0,100,100.0,A,1,43.558389,7.005919
CARPENTRAS,0.349862258953168,ATMO SUD,FR93ZAG04,ZAG AVIGNON,FR03088,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,66.8,66.76667,µg-m3,100.0,100,100.0,R,1,44.060347,5.067413
CIANS,0.3895027624309392,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24014,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,51.7,51.7,µg-m3,100.0,100,100.0,R,1,44.094688,6.988978
CONTES 2,0.0273972602739726,ATMO SUD,FR93ZAG02,ZAG NICE,FR24023,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,32.0,31.8291666667,µg-m3,100.0,100,100.0,A,1,43.788748,7.332382
Chateauneuf La Mede,0.0280898876404494,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02029,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,26.0,25.6041666667,µg-m3,100.0,100,100.0,A,1,43.399546,5.113214
Cheiron,0.4684931506849315,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24040,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,69.2,69.15,µg-m3,100.0,100,100.0,R,1,43.791911,7.048276
ESTEREL,0.3994490358126721,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR03070,Périurbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,24.0,24.4708333333,µg-m3,100.0,100,100.0,A,1,43.437874,6.76839
Fos Les Carabins,0.0547945205479452,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02013,Périurbaine,PM2.5,Industrielle,Oui,mesures fixes,Moy. journalière,10.0,10.3541666667,µg-m3,100.0,100,100.0,A,1,43.458927,4.934572
Fos sur Mer,0.0056657223796034,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02011,Périurbaine,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,2.9,2.9,µg-m3,100.0,100,100.0,R,1,43.437858,4.945116
GAP COMMANDERIE,0.239010989010989,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24033,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,25.0,24.5125,µg-m3,100.0,100,100.0,A,1,44.555193,6.073015
GAP JEAN JAURES,0.0657534246575342,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24038,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,29.0,28.8416666667,µg-m3,100.0,100,100.0,A,1,44.548647,6.067237
GARDANNE,0.147945205479452,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03030,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,17.0,17.35,µg-m3,100.0,100,100.0,A,1,43.453584,5.466672
HYERES,0.0,ATMO SUD,FR93ZAG03,ZAG TOULON,FR03069,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,23.0,23.1,µg-m3,100.0,100,100.0,A,1,43.119737,6.131319
Istres,0.3168044077134986,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02012,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.9,65.9,µg-m3,100.0,100,100.0,R,1,43.506149,4.982898
LA SEYNE GENOUD,0.0,ATMO SUD,FR93ZAG03,ZAG TOULON,FR03060,Urbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,13.5,13.475,µg-m3,100.0,100,100.0,R,1,43.101565,5.875404
LA VALETTE/LA GARDE,0.3205479452054794,ATMO SUD,FR93ZAG03,ZAG TOULON,FR03064,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,60.0,59.975,µg-m3,100.0,100,100.0,R,1,43.135902,6.011513
LE PONTET,0.0137362637362637,ATMO SUD,FR93ZAG04,ZAG AVIGNON,FR03084,Périurbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,23.0,23.1,µg-m3,100.0,100,100.0,A,1,43.960144,4.856731
Le Casset2,0.5443786982248521,ATMO AUVERGNE-RHÔNE-ALPES,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR15031,Rurale nationale,O3,Fond,Oui,mesures indicatives,Max. journalier moy. hor.,68.4,68.35,µg-m3,100.0,100,100.0,A,1,44.997,6.4694
MANOSQUE,0.4082191780821917,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24018,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,73.3,73.3,µg-m3,100.0,100,100.0,R,1,43.835784,5.786131
MARSEILLE 5 AVENUES,0.3186813186813186,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03043,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.6,64.6,µg-m3,100.0,100,100.0,R,1,43.305287,5.394716
MARSEILLE RABATAU,0.421917808219178,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03006,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,31.0,31.4041666667,µg-m3,100.0,100,100.0,A,1,43.276451,5.39736
MARSEILLE ST LOUIS,0.2241887905604719,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03014,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,21.0,21.4625,µg-m3,100.0,100,100.0,A,1,43.348048,5.360119
Marignane,0.1561643835616438,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02043,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,21.0,21.4416666667,µg-m3,100.0,100,100.0,A,1,43.4165306,5.222281
Martigues La Gatasse,0.0027548209366391,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02007,Périurbaine,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,1.3,1.275,µg-m3,100.0,100,100.0,R,1,43.360692,5.058139
Martigues Laurons,0.0,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02006,Périurbaine,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,1.9,1.9,µg-m3,100.0,100,100.0,R,1,43.358982,5.023388
Martigues Lavera,0.0223463687150838,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02028,Périurbaine,SO2,Industrielle,Oui,mesures fixes,Max. journalier moy. hor.,2.6,2.575,µg-m3,100.0,100,100.0,R,1,43.386564,5.026868
Martigues P. Central,0.3543956043956044,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02004,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.8,72.825,µg-m3,100.0,100,100.0,R,1,43.416661,5.042731
NICE ARSON,0.4060773480662983,ATMO SUD,FR93ZAG02,ZAG NICE,FR24036,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,27.0,26.5333333333,µg-m3,100.0,100,100.0,A,1,43.702075,7.286256
NICE OUEST BOTANIQUE,0.4591549295774648,ATMO SUD,FR93ZAG02,ZAG NICE,FR24011,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,51.1,51.125,µg-m3,100.0,100,100.0,R,1,43.685188,7.211174
NICE PROMENADE,0.071625344352617,ATMO SUD,FR93ZAG02,ZAG NICE,FR24035,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,30.0,30.2583333333,µg-m3,100.0,100,100.0,A,1,43.689291,7.242074
Obs Haute-Provence,0.3867403314917127,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR24039,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,66.4,66.425,µg-m3,100.0,100,100.0,R,1,43.933476,5.711809
PEILLON,0.0876712328767123,ATMO SUD,FR93ZAG02,ZAG NICE,FR24021,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,27.0,26.7375,µg-m3,100.0,100,100.0,A,1,43.786583,7.373283
PLAN AUPS/STE  BAUME,0.5013774104683195,ATMO SUD,FR93ZRE02,ZR PROVENCE-ALPES-COTE-D-AZUR,FR03027,Rurale près des villes,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,70.4,70.35,µg-m3,100.0,100,100.0,R,1,43.335201,5.727365
Port Saint Louis,0.0165289256198347,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02009,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,31.0,30.8416666667,µg-m3,100.0,100,100.0,A,1,43.39378,4.801024
Port de Bouc Leque,0.0782828282828282,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02008,Urbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,28.0,27.9666666667,µg-m3,100.0,100,100.0,A,1,43.401952,4.981919
Rognac les Brets,0.0986301369863013,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02020,Périurbaine,PM2.5,Industrielle,Oui,mesures fixes,Moy. journalière,10.0,10.0291666667,µg-m3,100.0,100,100.0,A,1,43.510802,5.220046
SALON,0.3945205479452054,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02041,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,11.0,10.85,µg-m3,100.0,100,100.0,A,1,43.639002,5.101097
Sausset les Pins,0.3452054794520548,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR02021,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,73.4,73.35,µg-m3,100.0,100,100.0,R,1,43.331245,5.117696
TOULON CLARET,0.4054794520547945,ATMO SUD,FR93ZAG03,ZAG TOULON,FR03071,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,26.0,25.6041666667,µg-m3,100.0,100,100.0,A,1,43.131113,5.924184
TOULON FOCH,0.1260273972602739,ATMO SUD,FR93ZAG03,ZAG TOULON,FR03068,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,0.0,0.0,µg-m3,0.0,100,0.0,N,-1,43.126821,5.921605
VALLEE HUVEAUNE,0.3671232876712328,ATMO SUD,FR93ZAG01,ZAG MARSEILLE-AIX,FR03037,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,72.2,72.225,µg-m3,100.0,100,100.0,R,1,43.283341,5.511384
Blois nord,0.2328767123287671,LIG'AIR,FR24ZAR02,ZAR BLOIS,FR34061,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.3,64.275,µg-m3,100.0,100,100.0,R,1,47.594256,1.302667
Blois_trafic,0.0410958904109589,LIG'AIR,FR24ZAR02,ZAR BLOIS,FR34063,Urbaine,PM2.5,Trafic,Oui,mesures fixes,Moy. journalière,8.8,8.8166666667,µg-m3,100.0,100,100.0,A,1,47.586544,1.326533
Bourges-Baffier,0.0136986301369863,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34030,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,13.0,12.5625,µg-m3,100.0,100,100.0,A,1,47.075044,2.407183
Chartres_trafic,0.0438356164383561,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34048,Urbaine,PM2.5,Trafic,Oui,mesures fixes,Moy. journalière,9.7,9.725,µg-m3,100.0,100,100.0,A,1,48.449158,1.492469
Chateauroux Sud,0.1917808219178082,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34051,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,71.0,71.0,µg-m3,100.0,100,100.0,A,1,46.798278,1.693139
Dreux Centre,0.2,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34046,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.5,67.5,µg-m3,100.0,100,100.0,A,1,48.729694,1.358472
Faverolles,0.1506849315068493,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34054,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.7,65.7,µg-m3,100.0,100,100.0,A,1,47.170167,1.409694
Fulbert,0.1972602739726027,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34041,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,59.3,59.325,µg-m3,100.0,100,100.0,A,1,48.444417,1.510139
Gambetta,0.0520547945205479,LIG'AIR,FR24ZAG02,ZAG ORLEANS,FR34013,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,16.0,16.3625,µg-m3,100.0,100,100.0,A,1,47.907083,1.901139
Joué lès Tours,0.1835616438356164,LIG'AIR,FR24ZAG01,ZAG TOURS,FR34024,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,58.7,58.7,µg-m3,100.0,100,100.0,A,1,47.344139,0.653778
La Bruyère,0.0,LIG'AIR,FR24ZAG01,ZAG TOURS,FR34025,Urbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,24.3,24.275,µg-m3,100.0,100,100.0,A,1,47.419083,0.682944
La_Source-CNRS,0.2142857142857142,LIG'AIR,FR24ZAG02,ZAG ORLEANS,FR34029,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,68.1,68.075,µg-m3,100.0,100,100.0,A,1,47.83775,1.944667
Leblanc,0.1863013698630137,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34032,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.0,65.025,µg-m3,100.0,100,100.0,A,1,47.082778,2.405333
Marigny-les-usages,0.1123287671232876,LIG'AIR,FR24ZAG02,ZAG ORLEANS,FR34017,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,64.5,64.5,µg-m3,100.0,100,100.0,A,1,47.958972,2.009278
Montargis Fond,0.0,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34065,Urbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,55.3,55.325,µg-m3,100.0,100,100.0,A,1,47.996994,2.731511
Montargis Fond 2,0.1602209944751381,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34066,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,3.0,3.2222222222,µg-m3,38.0,100,38.0,N,-1,48.00145,2.72618
Montargis_trafic,0.0383561643835616,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34064,Urbaine,PM2.5,Trafic,Oui,mesures fixes,Moy. journalière,8.6,8.6416666667,µg-m3,100.0,100,100.0,A,1,48.006936,2.740111
Montierchaume,0.1260273972602739,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34056,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,69.8,69.775,µg-m3,100.0,100,100.0,A,1,46.864528,1.771944
Oysonville,0.1408839779005525,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34043,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,56.7,56.725,µg-m3,100.0,100,100.0,A,1,48.391139,1.955611
Pompidou,0.0904109589041095,LIG'AIR,FR24ZAG01,ZAG TOURS,FR34028,Urbaine,NO2,Trafic,Oui,mesures fixes,Max. journalier moy. hor.,49.5,49.45,µg-m3,100.0,100,100.0,A,1,47.394639,0.704861
Saint-Remy,0.0136986301369863,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34047,Périurbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,19.0,18.8083333333,µg-m3,100.0,100,100.0,A,1,48.760889,1.233639
St Jean,0.0,LIG'AIR,FR24ZAG02,ZAG ORLEANS,FR34014,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,11.0,10.575,µg-m3,100.0,100,100.0,A,1,47.917398,1.966258
St Jean de la Ruelle,0.095505617977528,LIG'AIR,FR24ZAG02,ZAG ORLEANS,FR34067,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,8.0,7.58,µg-m3,63.0,100,63.0,N,-1,47.910303,1.873431
Tours péri-urbaine,0.1342465753424657,LIG'AIR,FR24ZAG01,ZAG TOURS,FR34026,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,65.1,65.1,µg-m3,100.0,100,100.0,A,1,47.46925,0.717333
Verneuil,0.1753424657534246,LIG'AIR,FR24ZRE02,ZR CENTRE-VAL-DE-LOIRE,FR34038,Rurale nationale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,69.0,69.0,µg-m3,100.0,100,100.0,A,1,46.814694,2.610069
AJACCIO ABBATUCCI,0.0659340659340659,QUALITAIR CORSE,FR94ZAR01,ZAR AJACCIO,FR41059,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,28.0,28.3791666667,µg-m3,100.0,100,100.0,A,1,41.92575,8.738278
AJACCIO CANETTO,0.1780821917808219,QUALITAIR CORSE,FR94ZAR01,ZAR AJACCIO,FR41001,Urbaine,PM2.5,Fond,Oui,mesures fixes,Moy. journalière,11.0,11.3458333333,µg-m3,100.0,100,100.0,A,1,41.924694,8.735694
AJACCIO PIATANICCIA,0.2821917808219178,QUALITAIR CORSE,FR94ZAR01,ZAR AJACCIO,FR41003,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,12.0,12.2541666667,µg-m3,100.0,100,100.0,A,1,41.958028,8.820278
AJACCIO SPOSATA,0.3013698630136986,QUALITAIR CORSE,FR94ZAR01,ZAR AJACCIO,FR41007,Périurbaine,NO2,Fond,Oui,mesures fixes,Max. journalier moy. hor.,17.5,17.5,µg-m3,100.0,100,100.0,A,1,41.949222,8.757583
BASTIA FANGO,0.0083102493074792,QUALITAIR CORSE,FR94ZAR02,ZAR BASTIA,FR41060,Urbaine,PM10,Trafic,Oui,mesures fixes,Moy. journalière,24.0,24.2208333333,µg-m3,100.0,100,100.0,A,1,42.702833,9.446389
BASTIA GIRAUD,0.2767123287671232,QUALITAIR CORSE,FR94ZAR02,ZAR BASTIA,FR41002,Urbaine,PM10,Fond,Oui,mesures fixes,Moy. journalière,21.0,21.0041666667,µg-m3,100.0,100,100.0,A,1,42.697917,9.446417
BASTIA LA MARANA,0.347945205479452,QUALITAIR CORSE,FR94ZAR02,ZAR BASTIA,FR41004,Périurbaine,PM10,Industrielle,Oui,mesures fixes,Moy. journalière,26.0,26.0833333333,µg-m3,100.0,100,100.0,A,1,42.535833,9.475972
BASTIA MONTESORO,0.4640883977900552,QUALITAIR CORSE,FR94ZAR02,ZAR BASTIA,FR41017,Périurbaine,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,67.2,67.225,µg-m3,100.0,100,100.0,R,1,42.671333,9.434639
VENACO,0.2666666666666666,QUALITAIR CORSE,FR94ZRE01,ZR CORSE,FR41024,Rurale régionale,O3,Fond,Oui,mesures fixes,Max. journalier moy. hor.,62.1,62.05,µg-m3,100.0,100,100.0,R,1,42.236028,9.190028
